E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat lch l max 83
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat luv l avg 28
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat luv l median 21
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat luv l min 3
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat luv l max 83
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat luv u avg 22
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat luv u median 11
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat luv u min -4
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat luv u max 94
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat luv v avg 16
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat luv v median 9
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat luv v min -2
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat luv v max 66
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat rgb b avg 41
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat rgb b median 38
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat rgb b min 6
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat rgb b max 112
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat rgb g avg 61
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat rgb g median 45
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat rgb g min 8
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat rgb g max 202
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat rgb r avg 91
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat rgb r median 62
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat rgb r min 16
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat rgb r max 247
E:\google_drive\personal_project\images-art\Jan van Eyck;Lucca Madonna;1436.jpg image size 685 900 crop 0 685 0 900 resampled 100 131
E:\google_drive\personal_project\images-art\Jan van Eyck;Lucca Madonna;1436.jpg stat hsv h avg 24 1.00
E:\google_drive\personal_project\images-art\Jan van Eyck;Lucca Madonna;1436.jpg stat hsv h median 27
E:\google_drive\personal_project\images-art\Jan van Eyck;Lucca Madonna;1436.jpg stat hsv h min 0
E:\google_drive\personal_project\images-art\Jan van Eyck;Lucca Madonna;1436.jpg stat hsv h max 360
E:\google_drive\personal_project\images-art\Jan van Eyck;Lucca Madonna;1436.jpg stat hsv s avg 65
E:\google_drive\personal_project\images-art\Jan van Eyck;Lucca Madonna;1436.jpg stat hsv s median 68
E:\google_drive\personal_project\images-art\Jan van Eyck;Lucca Madonna;1436.jpg stat hsv s min 0
E:\google_drive\personal_project\images-art\Jan van Eyck;Lucca Madonna;1436.jpg stat hsv s max 100
E:\google_drive\personal_project\images-art\Jan van Eyck;Lucca Madonna;1436.jpg stat hsv v avg 23
E:\google_drive\personal_project\images-art\Jan van Eyck;Lucca Madonna;1436.jpg stat hsv v median 21
E:\google_drive\personal_project\images-art\Jan van Eyck;Lucca Madonna;1436.jpg stat hsv v min 0
E:\google_drive\personal_project\images-art\Jan van Eyck;Lucca Madonna;1436.jpg stat hsv v max 73
E:\google_drive\personal_project\images-art\Jan van Eyck;Lucca Madonna;1436.jpg stat lab a avg 10
E:\google_drive\personal_project\images-art\Jan van Eyck;Lucca Madonna;1436.jpg stat lab a median 5
E:\google_drive\personal_project\images-art\Jan van Eyck;Lucca Madonna;1436.jpg stat lab a min -4
